DATE,OVX
2016/1/22,61.86
2016/1/25,65.74
2016/1/26,65.89
2016/1/27,65.62
2016/1/28,65.99
2016/1/29,61.86
2016/2/1,66.63
2016/2/2,68.59
2016/2/3,67.71
2016/2/4,66.78
2016/2/5,66.67
2016/2/8,68.38
2016/2/9,72.29
2016/2/10,72.5
2016/2/11,77.79
2016/2/12,78.97
2016/2/16,71.53
2016/2/17,69.47
2016/2/18,67.49
2016/2/19,62.46
2016/2/22,62.84
2016/2/23,65.03
2016/2/24,66.09
2016/2/25,63.74
2016/2/26,59.96
2016/2/29,60.01
2016/3/1,56.84
2016/3/2,53.37
2016/3/3,52.57
2016/3/4,51.89
2016/3/7,52.8
2016/3/8,54.04
2016/3/9,51.74
2016/3/10,51.98
2016/3/11,50.25
2016/3/14,50.17
2016/3/15,48.98
2016/3/16,43.98
2016/3/17,46.22
2016/3/18,44.98
2016/3/21,45.09
2016/3/22,44.12
2016/3/23,44.58
2016/3/24,44.96
2016/3/28,45.98
2016/3/29,46.63
2016/3/30,46.38
2016/3/31,45.91
2016/4/1,47.76
2016/4/4,50.89
2016/4/5,50.16
2016/4/6,46.16
2016/4/7,46.5
2016/4/8,47.42
2016/4/11,49.04
2016/4/12,48.78
2016/4/13,48.79
2016/4/14,46.37
2016/4/15,51.27
2016/4/18,46.45
2016/4/19,43.93
2016/4/20,43.67
2016/4/21,43.76
2016/4/22,41.97
2016/4/25,44.24
2016/4/26,43.51
2016/4/27,43.64
2016/4/28,42.84
2016/4/29,42.52
2016/5/2,45.15
2016/5/3,45.78
2016/5/4,44.76
2016/5/5,44.82
2016/5/6,42.47
2016/5/9,44.14
2016/5/10,42.28
2016/5/11,42.02
2016/5/12,41.5
2016/5/13,41.57
2016/5/16,42.03
2016/5/17,42.75
2016/5/18,42.87
2016/5/19,42.4
2016/5/20,40.17
2016/5/23,39.44
2016/5/24,38.02
2016/5/25,35.94
2016/5/26,36.56
2016/5/27,35.97
2016/5/31,38.08
2016/6/1,40
2016/6/2,36.64
2016/6/3,34.81
2016/6/6,35.61
2016/6/7,36.19
2016/6/8,35.17
2016/6/9,35.9
2016/6/10,39.95
2016/6/13,42.72
2016/6/14,43.07
2016/6/15,42.58
2016/6/16,44.49
2016/6/17,41.35
2016/6/20,38.99
2016/6/21,40.37
2016/6/22,43.25
2016/6/23,40.1
2016/6/24,43.33
2016/6/27,42.85
2016/6/28,40.18
2016/6/29,38.29
2016/6/30,38.09
2016/7/1,36.18
2016/7/5,40.08
2016/7/6,41.43
2016/7/7,43.24
2016/7/8,41.41
2016/7/11,42.51
2016/7/12,39.67
2016/7/13,43.1
2016/7/14,38.3
2016/7/15,36.66
2016/7/18,38.15
2016/7/19,37.2
2016/7/20,37.02
2016/7/21,38.13
2016/7/22,38.85
2016/7/25,40.97
2016/7/26,41.27
2016/7/27,41.6
2016/7/28,42.93
2016/7/29,41.08
2016/8/1,44.22
2016/8/2,45.7
2016/8/3,44.64
2016/8/4,43.1
2016/8/5,41.5
2016/8/8,41.14
2016/8/9,39.76
2016/8/10,39.32
2016/8/11,39.29
2016/8/12,37.78
2016/8/15,37.28
2016/8/16,37.45
2016/8/17,35.12
2016/8/18,36.75
2016/8/19,34.88
2016/8/22,36.41
2016/8/23,37.53
2016/8/24,37.46
2016/8/25,36.76
2016/8/26,36.05
2016/8/29,36.72
2016/8/30,38.03
2016/8/31,39.5
2016/9/1,41.22
2016/9/2,38.64
2016/9/6,39.85
2016/9/7,38.63
2016/9/8,38.21
2016/9/9,39.72
2016/9/12,39.16
2016/9/13,41.1
2016/9/14,42.47
2016/9/15,40.9
2016/9/16,39.86
2016/9/19,39.66
2016/9/20,40.99
2016/9/21,39.85
2016/9/22,41.57
2016/9/23,43.89
2016/9/26,44.9
2016/9/27,43.88
2016/9/28,45.24
2016/9/29,42.05
2016/9/30,39.31
2016/10/3,38.04
2016/10/4,37.66
2016/10/5,36.65
2016/10/6,35.92
2016/10/7,36.6
2016/10/10,36.57
2016/10/11,38.08
2016/10/12,39.05
2016/10/13,37.22
2016/10/14,35.55
2016/10/17,34.88
2016/10/18,36.37
2016/10/19,32.72
2016/10/20,32.48
2016/10/21,32.51
2016/10/24,32.79
2016/10/25,33.93
2016/10/26,35.39
2016/10/27,35.86
2016/10/28,37.76
2016/10/31,40.96
2016/11/1,40.08
2016/11/2,40.86
2016/11/3,41.49
2016/11/4,43.69
2016/11/7,44.2
2016/11/8,43.56
2016/11/9,41.25
2016/11/10,42.44
2016/11/11,45.31
2016/11/14,50.17
2016/11/15,49.43
2016/11/16,50.09
2016/11/17,47.37
2016/11/18,46.56
2016/11/21,45.71
2016/11/22,46.69
2016/11/23,47.54
2016/11/25,53.46
2016/11/28,52.56
2016/11/29,55.09
2016/11/30,44.25
2016/12/1,40.45
2016/12/2,35.51
2016/12/5,37
2016/12/6,37.11
2016/12/7,36.05
2016/12/8,35.03
2016/12/9,35.21
2016/12/12,30.3
2016/12/13,31.35
2016/12/14,33.97
2016/12/15,33.58
2016/12/16,29.18
2016/12/19,29.23
2016/12/20,27.43
2016/12/21,28.39
2016/12/22,30.29
2016/12/23,29.9
2016/12/27,30
2016/12/28,29.91
2016/12/29,30.01
2016/12/30,30.83
2017/1/3,32.88
2017/1/4,32.36
2017/1/5,31.56
2017/1/6,30.47
2017/1/9,33.73
2017/1/10,33.61
2017/1/11,32.95
2017/1/12,32.37
2017/1/13,30.73
2017/1/17,31.25
2017/1/18,31.24
2017/1/19,30.88
2017/1/20,29.19
2017/1/23,30.79
2017/1/24,29.59
2017/1/25,30.41
2017/1/26,29.59
2017/1/27,29.78
2017/1/30,30.94
2017/1/31,31.33
2017/2/1,30.65
2017/2/2,29.39
2017/2/3,28.11
2017/2/6,29.37
2017/2/7,29.61
2017/2/8,29.09
2017/2/9,28.25
2017/2/10,26.43
2017/2/13,26.99
2017/2/14,27.49
2017/2/15,27.75
2017/2/16,27.37
2017/2/17,25.29
2017/2/21,25.79
2017/2/22,27.09
2017/2/23,25.79
2017/2/24,25.72
2017/2/27,25.01
2017/2/28,25.46
2017/3/1,24.67
2017/3/2,25.94
2017/3/3,25.59
2017/3/6,26.96
2017/3/7,26.46
2017/3/8,31.74
2017/3/9,31.98
2017/3/10,33.45
2017/3/13,32.39
2017/3/14,33.19
2017/3/15,30.08
2017/3/16,28.63
2017/3/17,27.45
2017/3/20,28.11
2017/3/21,30.57
2017/3/22,30.05
2017/3/23,29.79
2017/3/24,30.99
2017/3/27,30.78
2017/3/28,29.92
2017/3/29,28.54
2017/3/30,27.82
2017/3/31,27.59
2017/4/3,26.89
2017/4/4,27.97
2017/4/5,27.73
2017/4/6,26.79
2017/4/7,27.46
2017/4/10,26.71
2017/4/11,27.27
2017/4/12,26.92
2017/4/13,26.02
2017/4/17,25.8
2017/4/18,26.88
2017/4/19,29.81
2017/4/20,27.96
2017/4/21,30.06
2017/4/24,29.88
2017/4/25,29.39
2017/4/26,29.32
2017/4/27,29.88
2017/4/28,28.55
2017/5/1,29.42
2017/5/2,32.23
2017/5/3,32.8
2017/5/4,34.67
2017/5/5,33.83
2017/5/8,33.85
2017/5/9,34.21
2017/5/10,34.02
2017/5/11,33.72
2017/5/12,33.72
2017/5/15,33.1
2017/5/16,33.44
2017/5/17,33.9
2017/5/18,32.8
2017/5/19,29.76
2017/5/22,30.59
2017/5/23,31.77
2017/5/24,30.94
2017/5/25,33.03
2017/5/26,30.04
2017/5/30,30.3
2017/5/31,32.29
2017/6/1,31.19
2017/6/2,32.47
2017/6/5,33.71
2017/6/6,32.12
2017/6/7,34.23
2017/6/8,33.84
2017/6/9,32.59
2017/6/12,33.95
2017/6/13,32.34
2017/6/14,32.02
2017/6/15,31.9
2017/6/16,27.93
2017/6/19,30.34
2017/6/20,32.49
2017/6/21,33.32
2017/6/22,32.65
2017/6/23,31.92
2017/6/26,31.77
2017/6/27,32.28
2017/6/28,30.8
2017/6/29,30.46
2017/6/30,28.7
2017/7/3,30.26
2017/7/5,32.61
2017/7/6,32.82
2017/7/7,33.17
2017/7/10,33.23
2017/7/11,33.61
2017/7/12,32.48
2017/7/13,31.76
2017/7/14,30.28
2017/7/17,30.61
2017/7/18,29.96
2017/7/19,29.55
2017/7/20,29.25
2017/7/21,29.25
2017/7/24,29.24
2017/7/25,29.18
2017/7/26,29.44
2017/7/27,29.81
2017/7/28,29.86
2017/7/31,30.84
2017/8/1,30.54
2017/8/2,30.43
2017/8/3,29.65
2017/8/4,28.53
2017/8/7,28.73
2017/8/8,29.44
2017/8/9,29.06
2017/8/10,29.27
2017/8/11,28.41
2017/8/14,29.16
2017/8/15,29.31
2017/8/16,29.18
2017/8/17,29.31
2017/8/18,27.53
2017/8/21,28.77
2017/8/22,27.97
2017/8/23,27.8
2017/8/24,28.37
2017/8/25,28.88
2017/8/28,30.39
2017/8/29,30.49
2017/8/30,29.78
2017/8/31,29.1
2017/9/1,28.97
2017/9/5,29.58
2017/9/6,30.07
2017/9/7,29.73
2017/9/8,29.49
2017/9/11,27.73
2017/9/12,27.59
2017/9/13,26.62
2017/9/14,26.09
2017/9/15,26.65
2017/9/18,27.53
2017/9/19,25.76
2017/9/20,26.99
2017/9/21,26.3
2017/9/22,26.39
2017/9/25,26.93
2017/9/26,27.8
2017/9/27,27.29
2017/9/28,27.18
2017/9/29,26.83
2017/10/2,27.72
2017/10/3,27.95
2017/10/4,27.04
2017/10/5,26.45
2017/10/6,27.59
2017/10/9,27.32
2017/10/10,26.54
2017/10/11,26.43
2017/10/12,25.85
2017/10/13,25.73
2017/10/16,26.32
2017/10/17,25.87
2017/10/18,26.41
2017/10/19,26.3
2017/10/20,24.51
2017/10/23,25.08
2017/10/24,25.6
2017/10/25,25.44
2017/10/26,25.22
2017/10/27,25.18
2017/10/30,25.33
2017/10/31,25.31
2017/11/1,25.65
2017/11/2,25.65
2017/11/3,24.82
2017/11/6,26.85
2017/11/7,28.75
2017/11/8,27.99
2017/11/9,28.37
2017/11/10,29.4
2017/11/13,30.22
2017/11/14,30.08
2017/11/15,29.84
2017/11/16,28.42
2017/11/17,26.96
2017/11/20,27.18
2017/11/21,26.64
2017/11/22,26.83
2017/11/24,26.88
2017/11/27,28.36
2017/11/28,28.13
2017/11/29,28.02
2017/11/30,25.95
2017/12/1,23.73
2017/12/4,23.68
2017/12/5,23.13
2017/12/6,23.13
2017/12/7,23.13
2017/12/8,23.85
2017/12/11,22.96
2017/12/12,22.84
2017/12/13,23.49
2017/12/14,23
2017/12/15,21.25
2017/12/18,18.43
2017/12/19,18.88
2017/12/20,19.46
2017/12/21,17.86
2017/12/22,19.26
2017/12/26,20.99
2017/12/27,20.64
2017/12/28,20.71
2017/12/29,21.32
2018/1/2,22.73
2018/1/3,22.75
2018/1/4,22.12
2018/1/5,22.3
2018/1/8,21.9
2018/1/9,22.96
2018/1/10,23.52
2018/1/11,23.52
2018/1/12,23.52
2018/1/16,26.41
2018/1/17,24.78
2018/1/18,24.38
2018/1/19,21.2
2018/1/22,22.03
2018/1/23,22.34
2018/1/24,23.93
2018/1/25,22.35
2018/1/26,22.29
2018/1/29,22.73
2018/1/30,22.9
2018/1/31,22.23
2018/2/1,22.24
2018/2/2,23.8
2018/2/5,25.91
2018/2/6,26.59
2018/2/7,26.79
2018/2/8,29.5
2018/2/9,29.85
2018/2/12,29.42
2018/2/13,30.39
2018/2/14,27.73
2018/2/15,27.57
2018/2/16,26.97
2018/2/20,27.58
2018/2/21,26.93
2018/2/22,24.98
2018/2/23,24.37
2018/2/26,24.36
2018/2/27,25.29
2018/2/28,26.92
2018/3/1,26.98
2018/3/2,26.15
2018/3/5,26.3
2018/3/6,25.55
2018/3/7,26.94
2018/3/8,26.16
2018/3/9,26.23
2018/3/12,24.02
2018/3/13,25.5
2018/3/14,25.21
2018/3/15,25.07
2018/3/16,24.53
2018/3/19,25.28
2018/3/20,25.3
2018/3/21,25.95
2018/3/22,26.47
2018/3/23,27.56
2018/3/26,27.71
2018/3/27,27.38
2018/3/28,26.67
2018/3/29,25.07
2018/4/2,27.53
2018/4/3,26.89
2018/4/4,26.17
2018/4/5,24.38
2018/4/6,24.99
2018/4/9,25.64
2018/4/10,28.05
2018/4/11,29.42
2018/4/12,28.73
2018/4/13,28.52
2018/4/16,28.84
2018/4/17,27.88
2018/4/18,29.42
2018/4/19,29.36
2018/4/20,28.99
2018/4/23,28.97
2018/4/24,29.15
2018/4/25,28.16
2018/4/26,26.86
2018/4/27,25.59
2018/4/30,28.28
2018/5/1,28.07
2018/5/2,27.32
2018/5/3,26.69
2018/5/4,26.17
2018/5/7,28.86
2018/5/8,26.76
2018/5/9,26.71
2018/5/10,26.61
2018/5/11,25.74
2018/5/14,25.93
2018/5/15,26.61
2018/5/16,25.73
2018/5/17,25.11
2018/5/18,25.23
2018/5/21,25.79
2018/5/22,25.89
2018/5/23,26.04
2018/5/24,25.37
2018/5/25,27.76
2018/5/29,29.04
2018/5/30,27.9
2018/5/31,27.61
2018/6/1,28.65
2018/6/4,29.49
2018/6/5,29.3
2018/6/6,29.14
2018/6/7,28.05
2018/6/8,27.59
2018/6/11,26.86
2018/6/12,26.58
2018/6/13,27.08
2018/6/14,26.69
2018/6/15,27.64
2018/6/18,27.58
2018/6/19,28.01
2018/6/20,28.06
2018/6/21,27.78
2018/6/22,25.52
2018/6/25,26.1
2018/6/26,25.67
2018/6/27,27.69
2018/6/28,27.35
2018/6/29,27.18
2018/7/2,28.65
2018/7/3,28.58
2018/7/5,28.77
2018/7/6,28.13
2018/7/9,28.12
2018/7/10,26.9
2018/7/11,28.56
2018/7/12,27.81
2018/7/13,27.54
2018/7/16,29.01
2018/7/17,28
2018/7/18,27.24
2018/7/19,26.84
2018/7/20,26.01
2018/7/23,26.15
2018/7/24,25.65
2018/7/25,25.34
2018/7/26,24.88
2018/7/27,24.97
2018/7/30,25.83
2018/7/31,26.52
2018/8/1,26.45
2018/8/2,25.73
2018/8/3,25.61
2018/8/6,25.42
2018/8/7,25.22
2018/8/8,26.41
2018/8/9,25.4
2018/8/10,25.45
2018/8/13,25.31
2018/8/14,26.18
2018/8/15,27.26
2018/8/16,26.33
2018/8/17,25.71
2018/8/20,25.26
2018/8/21,25.08
2018/8/22,24.72
2018/8/23,24.35
2018/8/24,23.31
2018/8/27,23.68
2018/8/28,24.5
2018/8/29,24.32
2018/8/30,24.89
2018/8/31,25.02
2018/9/4,26.7
2018/9/5,26.62
2018/9/6,26.16
2018/9/7,26.07
2018/9/10,26.13
2018/9/11,27.14
2018/9/12,26.94
2018/9/13,26.7
2018/9/14,26.4
2018/9/17,26.49
2018/9/18,26.8
2018/9/19,26.35
2018/9/20,26.07
2018/9/21,26.15
2018/9/24,26.97
2018/9/25,26.83
2018/9/26,26.53
2018/9/27,26.45
2018/9/28,26.73
2018/10/1,27.95
2018/10/2,27.68
2018/10/3,28.04
2018/10/4,28.9
2018/10/5,28.84
2018/10/8,28.86
2018/10/9,27.9
2018/10/10,28.81
2018/10/11,29.29
2018/10/12,27.73
2018/10/15,28.59
2018/10/16,28.59
2018/10/17,28.13
2018/10/18,28.53
2018/10/19,27.42
2018/10/22,27.76
2018/10/23,29.38
2018/10/24,29.8
2018/10/25,28.5
2018/10/26,29.09
2018/10/29,29.46
2018/10/30,29.9
2018/10/31,30.12
2018/11/1,31.54
2018/11/2,32.21
2018/11/5,32.68
2018/11/6,34.15
2018/11/7,33.05
2018/11/8,32.23
2018/11/9,35.1
2018/11/12,40.14
2018/11/13,55.71
2018/11/14,47.07
2018/11/15,43.87
2018/11/16,40.56
2018/11/19,43.45
2018/11/20,56.56
2018/11/21,51.79
2018/11/23,65.17
2018/11/26,57.87
2018/11/27,54.64
2018/11/28,53.99
2018/11/29,53.96
2018/11/30,56.04
2018/12/4,49.84
2018/12/6,50.13
2018/12/7,41.83
2018/12/10,45.06
2018/12/11,41.46
2018/12/12,39.9
2018/12/13,39.25
2018/12/14,42.38
2018/12/17,46.59
2018/12/18,53.35
2018/12/19,50.86
2018/12/20,52.89
2018/12/21,51.76
2018/12/24,56.73
2018/12/26,54.07
2018/12/27,57.16
2018/12/28,53.11
2018/12/31,51.87
2019/1/2,54.72
2019/1/3,53.57
2019/1/4,51.52
2019/1/7,50.42
2019/1/8,46.08
2019/1/9,44.36
2019/1/10,42.99
2019/1/11,40.99
2019/1/14,40.81
2019/1/15,39.75
2019/1/16,38.77
2019/1/17,37.03
2019/1/18,35.63
2019/1/22,38.26
2019/1/23,37.69
2019/1/24,36.75
2019/1/25,35.21
2019/1/28,37.61
2019/1/29,37.13
2019/1/30,35.59
2019/1/31,34.97
2019/2/1,33.4
2019/2/4,33.7
2019/2/5,34.57
2019/2/6,33.02
2019/2/7,34.34
2019/2/8,32.56
2019/2/11,33.34
2019/2/12,32.69
2019/2/13,32.26
2019/2/14,32.1
2019/2/15,29.46
2019/2/19,31
2019/2/21,30.16
2019/2/22,29.85
2019/2/25,32.69
2019/2/26,31.57
2019/2/27,31.01
2019/2/28,30.27
2019/3/1,30.31
2019/3/4,30.2
2019/3/5,30.21
2019/3/6,29.69
2019/3/7,30.43
2019/3/8,29.77
2019/3/11,29.18
2019/3/12,28.56
2019/3/13,28.13
2019/3/14,27.22
2019/3/15,26.27
2019/3/18,26.48
2019/3/19,28.44
2019/3/20,27.21
2019/3/21,27.14
2019/3/22,27.78
2019/3/25,29.32
2019/3/26,27.92
2019/3/27,28.11
2019/3/28,28.52
2019/3/29,26.75
2019/4/1,26.23
2019/4/2,26.28
2019/4/3,25.57
2019/4/4,25.22
2019/4/5,24
2019/4/8,24.33
2019/4/9,24.66
2019/4/10,24.68
2019/4/11,25.7
2019/4/12,25.7
2019/4/15,25.51
2019/4/16,25.57
2019/4/17,25.19
2019/4/18,24.45
2019/4/22,26.07
2019/4/23,26.56
2019/4/24,25.28
2019/4/25,25.57
2019/4/26,31.24
2019/4/29,29.04
2019/4/30,29.31
2019/5/1,29.41
2019/5/2,30.49
2019/5/3,29.88
2019/5/6,30.91
2019/5/7,34.07
2019/5/8,32.23
2019/5/9,32.48
2019/5/10,32.8
2019/5/13,34.6
2019/5/14,32.13
2019/5/15,29.26
2019/5/16,29.42
2019/5/17,29.44
2019/5/20,27.63
2019/5/21,26.93
2019/5/22,28.19
2019/5/23,33.79
2019/5/24,33.19
2019/5/28,34.36
2019/5/29,36.43
2019/5/30,39.62
2019/5/31,46.91
2019/6/3,46.78
2019/6/4,43.46
2019/6/5,45.19
2019/6/6,40.66
2019/6/7,38.75
2019/6/10,39.12
2019/6/11,38.69
2019/6/12,43.06
2019/6/13,41.56
2019/6/14,42.89
2019/6/17,46.15
2019/6/18,43.43
2019/6/19,40.79
2019/6/20,41.66
2019/6/21,42.13
2019/6/24,41
2019/6/25,40.26
2019/6/26,38.45
2019/6/27,37.84
2019/6/28,39.46
2019/7/1,35.92
2019/7/2,37.77
2019/7/3,36.72
2019/7/8,34
2019/7/9,30.3
2019/7/10,30.76
2019/7/11,29.86
2019/7/12,30.39
2019/7/15,30.83
2019/7/16,32.06
2019/7/17,34.94
2019/7/18,33.07
2019/7/19,34.84
2019/7/22,33.63
2019/7/23,32.25
2019/7/24,32.86
2019/7/25,31.95
2019/7/26,32.29
2019/7/29,31.63
2019/7/30,30.07
2019/7/31,30.77
2019/8/1,36.43
2019/8/2,35.56
2019/8/5,37.04
2019/8/6,36.43
2019/8/7,38.1
2019/8/8,35.98
2019/8/9,35.14
2019/8/12,34.43
2019/8/13,33.19
2019/8/14,35.83
2019/8/15,36.2
2019/8/16,35.02
2019/8/19,32.99
2019/8/20,32.34
2019/8/21,32.39
2019/8/22,32.39
2019/8/23,35.2
2019/8/26,35.42
2019/8/27,33.73
2019/8/28,32.72
2019/8/29,31.82
2019/8/30,32.16
2019/9/3,35.73
2019/9/4,34.56
2019/9/5,33.5
2019/9/6,33.21
2019/9/9,33.28
2019/9/10,33.55
2019/9/11,34.94
2019/9/12,35.58
2019/9/13,35.48
2019/9/16,48.58
2019/9/17,44.89
2019/9/18,40.44
2019/9/19,41.15
2019/9/20,38.99
2019/9/23,39.06
2019/9/24,38.74
2019/9/25,38.37
2019/9/26,37.52
2019/9/27,38.9
2019/9/30,38.75
2019/10/1,38.88
2019/10/2,39.62
2019/10/3,40.4
2019/10/4,39.31
2019/10/7,39.42
2019/10/8,39.49
2019/10/9,38
2019/10/10,39.52
2019/10/11,39.65
2019/10/14,40.21
2019/10/15,39.47
2019/10/16,39.47
2019/10/17,37.71
2019/10/18,36.43
2019/10/21,36.66
2019/10/22,35.52
2019/10/23,35.66
2019/10/24,35.95
2019/10/25,34.64
2019/10/28,35.64
2019/10/29,35.7
2019/10/30,34.36
2019/10/31,35.84
2019/11/1,34.37
2019/11/4,35.63
2019/11/5,33.77
2019/11/6,33.22
2019/11/7,31.45
2019/11/8,31.45
2019/11/11,34.22
2019/11/12,33.74
2019/11/13,35.15
2019/11/14,33.94
2019/11/15,32.42
2019/11/18,33.68
2019/11/19,32.94
2019/11/20,32.2
2019/11/21,31.59
2019/11/22,32.38
2019/11/25,31.9
2019/11/26,31.25
2019/11/27,30.82
2019/11/29,36.73
2019/12/2,34.97
2019/12/3,35.05
2019/12/4,32.21
2019/12/5,30.41
2019/12/6,30.02
2019/12/9,30.02
2019/12/10,27.94
2019/12/11,27.81
2019/12/12,27.44
2019/12/13,26.76
2019/12/16,26.51
2019/12/17,26.33
2019/12/18,26.77
2019/12/19,24.8
2019/12/20,25.54
2019/12/23,25.11
2019/12/24,25.46
2019/12/26,24.08
2019/12/27,25.16
2019/12/30,25.86
2019/12/31,28.3
2020/1/2,28.75
2020/1/3,31.92
2020/1/6,32.32
2020/1/7,31.8
2020/1/8,32.6
2020/1/9,33.22
2020/1/10,30.38
2020/1/13,34.25
2020/1/14,33.62
2020/1/15,33.38
2020/1/16,29.79
2020/1/17,28.6
2020/1/21,27.66
2020/1/22,30.7
2020/1/23,31.95
2020/1/24,34.55
2020/1/27,37.72
2020/1/28,36.42
2020/1/29,35.73
2020/1/30,37.49
2020/1/31,40.35
2020/2/3,41.81
2020/2/4,39.44
2020/2/5,37.88
2020/2/6,36.44
2020/2/7,37.51
2020/2/10,39.01
2020/2/11,37.52
2020/2/12,35.58
2020/2/13,35.84
2020/2/14,35.93
2020/2/18,33.47
2020/2/19,32.27
2020/2/20,33.16
2020/2/21,35.87
2020/2/24,39.53
2020/2/25,42.5
2020/2/26,43.4
2020/2/27,49.42
2020/2/28,51.25
2020/3/2,48.33
2020/3/3,50.8
2020/3/4,50.59
2020/3/5,52.58
2020/3/6,65.02
2020/3/9,115.92
2020/3/10,92.93
2020/3/11,105.25
2020/3/12,123.45
2020/3/13,118.48
2020/3/16,128.5
2020/3/17,133.32
2020/3/18,166.79
2020/3/19,164.06
2020/3/20,190.08
2020/3/23,185.68
2020/3/24,170.86
2020/3/25,144.03
2020/3/26,150.06
2020/3/27,175.88
2020/3/30,174.22
2020/3/31,170.55
2020/4/1,158.98
2020/4/2,162.65
2020/4/3,141.68
2020/4/6,144.19
2020/4/7,139.13
2020/4/8,141.46
2020/4/9,129.88
2020/4/13,114.44
2020/4/14,115.48
2020/4/15,120.38
2020/4/16,115.1
2020/4/17,95.91
2020/4/20,226.13
2020/4/21,325.15
2020/4/22,236.8
2020/4/23,211
2020/4/24,173.53
2020/4/27,185.47
2020/4/28,198.77
2020/4/29,195.59
2020/4/30,104.98
2020/5/1,110.18
2020/5/4,97.42
2020/5/5,97.27
2020/5/6,115.39
2020/5/7,110.62
2020/5/8,98.7
2020/5/11,109.72
2020/5/12,86.86
2020/5/13,82.83
2020/5/14,80.05
2020/5/15,76.39
2020/5/18,76.14
2020/5/19,73.22
2020/5/20,73.62
2020/5/21,89.06
2020/5/22,84.98
2020/5/26,75.47
2020/5/27,73.89
2020/5/28,72.98
2020/5/29,69.23
2020/6/1,64.38
2020/6/2,64.71
2020/6/3,65.73
2020/6/4,65.13
2020/6/5,64.2
2020/6/8,67.24
2020/6/9,67.76
2020/6/10,63.06
2020/6/11,69.96
2020/6/12,70.22
2020/6/15,68.11
2020/6/16,66.63
2020/6/17,61.45
2020/6/18,61.35
2020/6/19,58.73
2020/6/22,56.76
2020/6/23,58.83
2020/6/24,64.96
2020/6/25,62.69
2020/6/26,63.69
2020/6/29,60.04
2020/6/30,57.66
2020/7/1,53.43
2020/7/2,51.29
2020/7/6,50.73
2020/7/7,51.39
2020/7/8,48.85
2020/7/9,53.77
2020/7/10,49.71
2020/7/13,53.41
2020/7/14,53.04
2020/7/15,47.05
2020/7/16,46.12
2020/7/17,40.22
2020/7/20,42.59
2020/7/21,41.1
2020/7/22,41.3
2020/7/23,43.83
2020/7/24,42.35
2020/7/27,41.37
2020/7/28,41.09
2020/7/29,39.58
2020/7/30,42.06
2020/7/31,44.43
2020/8/3,41.56
2020/8/4,40.28
2020/8/5,37.12
2020/8/6,37.59
2020/8/7,37.43
2020/8/10,35.74
2020/8/11,37.5
2020/8/12,34.74
2020/8/13,34.87
2020/8/14,35.1
2020/8/17,32.43
2020/8/18,31.7
2020/8/19,32.85
2020/8/20,32.83
2020/8/21,33.68
2020/8/24,32.25
2020/8/25,33.03
2020/8/26,33.79
2020/8/27,33.74
2020/8/28,32.06
2020/8/31,32.59
2020/9/1,31.74
2020/9/2,35.49
2020/9/3,41.28
2020/9/4,44.02
2020/9/8,55.9
2020/9/9,49.42
2020/9/10,52.16
2020/9/11,50.13
2020/9/14,49.41
2020/9/15,45.19
2020/9/16,41.13
2020/9/17,38.73
2020/9/18,39.07
2020/9/21,42.89
2020/9/22,41.28
2020/9/23,44.64
2020/9/24,42.88
2020/9/25,41.41
2020/9/28,40.64
2020/9/29,46.13
2020/9/30,44
2020/10/1,49.35
2020/10/2,55.51
2020/10/5,49.44
2020/10/6,46.6
2020/10/7,45.5
2020/10/8,41.15
2020/10/9,42.38
2020/10/12,44.04
2020/10/13,46.07
2020/10/14,43.53
2020/10/15,43.83
2020/10/19,43.35
2020/10/20,43.85
2020/10/21,47.58
2020/10/22,46.61
2020/10/23,46.32
2020/10/26,53.05
2020/10/27,50.22
2020/10/28,59.61
2020/10/29,63.38
2020/10/30,68.84
2020/11/2,66.73
2020/11/3,63.63
2020/11/4,54.53
2020/11/5,53.69
2020/11/6,55.75
2020/11/9,52.2
2020/11/10,49.64
2020/11/11,49.24
2020/11/12,50.9
2020/11/13,48.24
2020/11/16,46.89
2020/11/17,45.08
2020/11/18,46.06
2020/11/19,46.34
2020/11/20,43.94
2020/11/23,42.79
2020/11/24,42.84
2020/11/25,43.56
2020/11/27,46.21
2020/11/30,47.37
2020/12/1,47.81
2020/12/2,45.68
2020/12/3,40.95
2020/12/4,38.34
2020/12/7,37.68
2020/12/8,37.7
2020/12/9,39.52
2020/12/10,39.7
2020/12/11,39.51
2020/12/14,39.96
2020/12/15,39.34
2020/12/16,38.68
2020/12/17,36.86
2020/12/18,37.15
2020/12/21,41.56
2020/12/22,42.06
2020/12/23,39.89
2020/12/24,39.41
2020/12/28,39.67
2020/12/29,38.64
2020/12/30,38.01
2020/12/31,37.83
2021/1/4,42.12
2021/1/5,40.39
2021/1/6,39.31
2021/1/7,36.06
2021/1/8,36.65
2021/1/11,35.31
2021/1/12,33.85
2021/1/13,36.79
2021/1/14,37.95
2021/1/15,40.39
2021/1/19,35.37
2021/1/20,35.67
2021/1/21,35.05
2021/1/22,36.25
2021/1/25,38.02
2021/1/26,37.13
2021/1/27,40.21
2021/1/28,40.45
2021/1/29,40.2
2021/2/1,39.16
2021/2/2,38.62
2021/2/3,37.11
2021/2/4,35.37
2021/2/5,34.94
2021/2/8,34.48
2021/2/9,33.54
2021/2/10,33.77
2021/2/11,34.33
2021/2/12,34.25
2021/2/16,35.13
2021/2/17,36.9
2021/2/18,37.9
